v,mu,sd,comat,,,,,,,,,,
8.213449578930394,44.23886457978464,161.24459720827383,25999.820128858475,66007.84675138154,13358.444202565312,4620.368888853443,10569.376454408703,15162.677310940662,21488.75305703339,3232.9271892981405,27464.714905947854,8560.464163300492,9379.048134041883
7.693104654844735,91.77428921038434,432.1198787168666,66007.84675138153,186727.58958227947,35150.79889092643,12396.313170390824,29254.936232153777,41886.05996428343,56976.528725567514,8928.155109872405,73035.16864413038,23357.49656027683,25473.196488247464
7.5594899122931505,17.322573127199302,85.6582280127006,13358.444202565308,35150.79889092643,7337.332026275804,2459.931282676664,5622.598402394653,8086.76389935441,11524.452861881095,1768.1084729819395,14463.514194666315,4726.302455489534,5115.095936283465
8.051286135564983,24.862271898898097,29.873328148090312,4620.3688888534425,12396.313170390826,2459.931282676664,892.4157346434849,1993.5998160018237,2878.8729793549733,3973.066675837507,618.0448377829254,4941.4492813456745,1612.5955753962783,1718.5628762709612
7.464944918055958,15.037839012286062,68.82921042038855,10569.376454408703,29254.936232153777,5622.598402394655,1993.5998160018235,4737.460207094124,6587.295382854371,9284.59347014208,1429.9848720610228,11790.029279042366,3703.5348182891416,3985.706839300165
6.072309988957176,80.99217180765572,98.27305055571209,15162.677310940659,41886.05996428343,8086.7638993544115,2878.872979354973,6587.2953828543705,9657.592465525542,12871.303588054394,2045.9308601313692,16462.175687986448,5366.4818842963405,5822.322895546774
6.219900096437906,52.32709603886551,138.359562605552,21488.753057033395,56976.52872556752,11524.452861881098,3973.066675837507,9284.59347014208,12871.303588054396,19143.368564399658,2795.2881896393587,23601.436293754927,7494.86030440636,8034.255546622581
7.860472629891987,10.78126639754323,21.257078168373596,3232.92718929814,8928.155109872405,1768.1084729819393,618.0448377829254,1429.9848720610225,2045.9308601313692,2795.2881896393583,451.86337225634526,3552.806403323259,1160.259953752755,1251.0040427010147
8.863143318625296,36.0823471153756,174.3895159692104,27464.71490594785,73035.16864413038,14463.514194666315,4941.4492813456745,11790.029279042368,16462.175687986448,23601.436293754923,3552.80640332326,30411.703279975492,9329.117678250312,10223.261528026886
6.553139759490729,15.965971363902106,56.15830978469464,8560.464163300492,23357.496560276835,4726.302455489533,1612.5955753962783,3703.534818289141,5366.4818842963405,7494.860304406358,1160.259953752755,9329.11767825031,3153.7557578737296,3363.399729735328
7.02041587196282,55.15114726026728,60.81202520704631,9379.048134041885,25473.19648824746,5115.0959362834665,1718.5628762709607,3985.706839300165,5822.322895546775,8034.255546622583,1251.0040427010147,10223.261528026886,3363.399729735329,3698.1024097824366
