v,mu,sd,comat,,,,,,,,,,
9.722483014286535,20.797862563636848,61.91446927476769,3833.401505576152,8605.903542895807,10994.739905025785,2439.527923910668,19902.276349796644,2808.4713457847315,15552.210167654743,18436.970133898518,7081.998522142784,5943.934079348419,21813.70670544406
7.320490871522038,83.06282625706844,143.66715544473297,8605.903542895807,20640.251553581063,25656.16707962575,5622.667255642001,45903.40590030623,6363.122804705711,36187.40665837776,42423.93579463188,16441.45396116775,13652.432824626003,51556.706184058945
5.963975144785788,51.386055085877494,185.72643589116848,10994.739905025783,25656.167079625746,34494.30898883632,7429.208946535293,59331.01535970835,8370.248392021054,46446.54875764826,55374.176149270184,21405.342971445025,17779.557672978983,68508.2470038539
7.90947438439996,15.153291392965832,40.51349938443114,2439.527923910668,5622.667255642001,7429.208946535294,1641.3436323723026,13147.146744343465,1829.126121014795,10210.509555797351,12147.179682839109,4686.337790166172,3933.970481026773,14885.878357544392
8.100421050868135,67.91411961126579,334.2877609796514,19902.276349796644,45903.405900306214,59331.015359708355,13147.146744343465,111748.30714078856,14761.053837406336,82908.5529605257,99947.8845890798,37688.591778301896,31593.837674900864,122499.67847206206
8.42112008731587,19.956566768059304,46.189898299431135,2808.4713457847315,6363.122804705712,8370.248392021056,1829.1261210147952,14761.053837406336,2133.5067049117915,11632.10009964629,13841.292147583981,5270.028764077401,4472.483511804123,16447.861364416804
5.51718777509999,73.63374461625273,256.26274695224345,15552.210167654745,36187.40665837776,46446.54875764827,10210.509555797353,82908.55296052572,11632.10009964629,65670.59547550957,77625.27902577375,29299.6562936127,24987.274379526814,93296.07389334554
8.727378831422168,78.29267867896885,305.3021802786558,18436.970133898525,42423.93579463188,55374.17614927019,12147.179682839107,99947.8845890798,13841.292147583981,77625.27902577375,93209.42128290083,34474.57359731505,29690.27930200447,111447.9750786648
6.40989535037118,51.33419905722967,117.76554530075371,7081.998522142784,16441.453961167754,21405.34297144503,4686.337790166173,37688.5917783019,5270.028764077401,29299.656293612697,34474.57359731506,13868.723659983874,11147.715279990065,42562.78024715554
8.767122935721416,28.58662746080874,99.0178911492401,5943.93407934842,13652.432824626,17779.557672978983,3933.970481026773,31593.837674900864,4472.483511804122,24987.27437952681,29690.279302004474,11147.715279990063,9804.542767642763,35295.18460427805
8.96352814785358,76.58476066513538,377.3655929006438,21813.706705444063,51556.706184058945,68508.2470038539,14885.878357544394,122499.67847206208,16447.861364416804,93296.07389334553,111447.97507866478,42562.78024715553,35295.18460427805,142404.79070525442
