"1430.8963422335473","10199.10947061683","4323.111624410525","17675.910085702115","7521.61644753441","11450.665694636102","6200.050703065438","2881.935428505841","3603.40459931594","3175.324269961258"
"10199.10947061683","79564.50830571703","32082.89499671949","132237.83384475118","57477.09708723692","83227.57438981465","45124.75022477856","21294.15136417494","26461.566278364524","24202.217089506015"
"4323.111624410525","32082.89499671949","14205.455190485878","55369.58735815328","24612.164674710533","35359.33980932508","19571.461039037848","9011.302466292223","11196.260519140527","10042.589406133926"
"17675.910085702122","132237.8338447512","55369.58735815328","234741.18426805298","96164.98767749267","145810.79617127858","79213.01747263715","36628.865697735535","45452.45390983974","40500.30051791406"
"7521.616447534411","57477.09708723693","24612.164674710533","96164.98767749268","44583.27964316418","60982.2380597743","34331.513357910866","15520.00371560301","19448.009016525473","17833.46939061148"
"11450.665694636104","83227.57438981466","35359.33980932509","145810.79617127858","60982.2380597743","94896.46661651295","50899.36073304494","23196.0623908875","29244.210184556137","26086.644255183204"
"6200.050703065438","45124.75022477857","19571.461039037848","79213.01747263716","34331.513357910866","50899.36073304494","28652.588035018223","12757.378435458786","15728.08411839024","14222.501725007296"
"2881.9354285058416","21294.151364174944","9011.302466292225","36628.86569773553","15520.003715603012","23196.0623908875","12757.378435458786","6129.501187382331","7442.462206532284","6602.017888523723"
"3603.4045993159402","26461.56627836453","11196.26051914053","45452.45390983974","19448.00901652547","29244.210184556134","15728.08411839024","7442.462206532283","9384.393933988858","8219.674008327942"
"3175.3242699612583","24202.21708950601","10042.589406133926","40500.30051791406","17833.46939061148","26086.644255183208","14222.501725007298","6602.017888523722","8219.674008327944","7560.082200423157"
