"29835.88799957102","28688.931239651512","5690.558139957075","2465.8040403986","8057.923693211566","15786.805097551573","13873.374242437976","36889.3920869588","14589.937512518249","5125.282355408762","41500.44235381797","47257.10268608061","25241.67304879445"
"28688.931239651516","159540.29322657856","12282.252751903323","5693.2616380063555","18436.09837620864","33532.89119607314","49439.210463915726","72188.25386667115","24026.003302587","11042.521285580571","100283.25330948339","90929.47773624492","61172.55702979887"
"5690.558139957076","12282.252751903325","2873.400070623384","926.941641852689","2159.7822190847382","5264.105721394959","4715.148309605499","10783.521352340113","4066.4036095137144","1605.0286065023017","12695.857261881756","15738.795210870703","7155.596223917549"
"2465.8040403986006","5693.2616380063555","926.941641852689","622.4643028524281","1483.0971132582515","2697.2449184227507","2968.355448182263","5345.448407217528","2072.978582785452","848.178977809779","5808.8125693025995","8499.153644951703","3201.817843781516"
"8057.923693211566","18436.098376208636","2159.782219084738","1483.0971132582513","4934.795446637057","6950.064167442027","9220.294671325457","15703.376660182452","5410.440083074582","2547.3677266862956","20195.748443234734","23550.78906182697","11020.939856242183"
"15786.805097551573","33532.891196073135","5264.105721394959","2697.2449184227503","6950.064167442027","14144.74479908015","15293.396846240108","28201.27554261689","10961.934506306361","4469.945364241505","33444.61220905992","42278.47122471372","20213.834506145937"
"13873.374242437976","49439.210463915726","4715.148309605499","2968.3554481822625","9220.294671325459","15293.396846240106","24890.458131809355","35868.41478809435","13173.753409120867","4792.685943702633","41756.5809834576","52119.40487746196","28126.685203523728"
"36889.392086958804","72188.25386667118","10783.521352340114","5345.44840721753","15703.376660182454","28201.2755426169","35868.41478809435","90914.68624354503","23981.943013495365","9251.0041736675","80216.21408422192","100266.57942426908","35611.97459656138"
"14589.93751251825","24026.003302586996","4066.4036095137153","2072.978582785452","5410.440083074583","10961.934506306361","13173.753409120865","23981.943013495365","12090.401762310821","3198.758734085329","25530.280140307612","34128.694841866265","17779.632846327437"
"5125.282355408761","11042.521285580575","1605.0286065023015","848.1789778097789","2547.367726686296","4469.945364241505","4792.685943702633","9251.0041736675","3198.758734085329","1791.4987365873853","12937.83837644886","13228.489023215368","6268.6018458269"
"41500.44235381796","100283.25330948339","12695.857261881756","5808.812569302598","20195.748443234734","33444.61220905991","41756.5809834576","80216.21408422192","25530.28014030761","12937.83837644886","111205.51606432034","110774.49905008935","60177.51521524663"
"47257.1026860806","90929.47773624494","15738.795210870701","8499.1536449517","23550.78906182697","42278.471224713736","52119.404877461966","100266.57942426906","34128.694841866265","13228.48902321537","110774.49905008936","157582.9851730011","65696.70610413728"
"25241.67304879445","61172.55702979888","7155.596223917549","3201.8178437815163","11020.939856242185","20213.83450614594","28126.68520352373","35611.97459656137","17779.632846327437","6268.601845826902","60177.51521524663","65696.70610413728","53673.90269440404"
