"28418.16250704969","31220.951376860405","55071.4802446919","25822.384805907033","13107.275137283821","26961.588160307558","15490.115942873765","33621.71247555911","77707.23030087343","26167.95883872732","72861.64117147273"
"31220.951376860405","34812.13109795648","61023.131882506284","28492.712886361314","14452.00932318823","29734.838606556845","17117.325463563186","36841.73800385841","85956.86711926566","28837.3772004356","80547.88655597444"
"55071.4802446919","61023.131882506284","107789.29356488332","50198.03411560447","25446.624411718385","52321.0813948966","30099.982634236305","65067.30284870598","151238.45284978152","50994.972011491715","141494.81441019528"
"25822.38480590704","28492.712886361318","50198.034115604474","23594.92332193183","11939.770764632953","24528.675697102615","14078.536041758662","30589.371809518303","71010.94524627125","23799.47906165947","66525.32787445073"
"13107.275137283823","14452.009323188227","25446.62441171838","11939.770764632953","6078.450254598202","12447.665244796986","7153.555254291766","15487.465402853706","35887.580555820736","12101.299433665557","33702.59051212146"
"26961.588160307558","29734.83860655685","52321.081394896595","24528.675697102615","12447.665244796988","25821.361994243132","14770.517301191792","31894.43249613194","74133.77940896933","24836.2207391891","69278.71773979282"
"15490.115942873768","17117.325463563186","30099.98263423631","14078.536041758663","7153.555254291765","14770.51730119179","8506.843057146096","18295.82872030407","42483.50608891056","14306.179729462816","39745.00530127813"
"33621.71247555911","36841.738003858394","65067.30284870597","30589.3718095183","15487.465402853704","31894.432496131933","18295.828720304067","39951.148814584616","91897.11262612822","30915.854783371167","86113.14790768422"
"77707.2303008734","85956.86711926565","151238.4528497815","71010.94524627125","35887.580555820736","74133.77940896932","42483.50608891056","91897.11262612822","214690.6253526676","71669.09565358318","200516.51514357212"
"26167.95883872732","28837.3772004356","50994.97201149172","23799.479061659466","12101.299433665557","24836.220739189095","14306.179729462816","30915.854783371167","71669.09565358318","24388.090991501835","67024.88839447107"
"72861.64117147273","80547.88655597444","141494.81441019528","66525.32787445074","33702.59051212146","69278.71773979282","39745.00530127813","86113.14790768424","200516.51514357215","67024.88839447107","188034.89590102708"
