v,mu,sd,comat,,,,,,,,,
5.567442359468248,72.59268138845802,291.72998221721804,85106.38252445837,3717.8143003073005,6884.99028099478,64592.90264957437,30769.535421134216,70022.8478371953,22803.046725267563,35846.669383900764,54922.37679469383,59278.144911911506
9.872415472182283,12.572651073536452,13.34741040553965,3717.8143003073,178.15336453390813,313.89543594556153,3062.322249641726,1347.2937816983708,3215.9905887611544,1033.8759926410626,1661.7683842244846,2520.4761671506217,2845.647084946996
8.643673167505531,21.005044701805755,24.245552949959077,6884.99028099478,313.8954359455616,587.8468378492693,5485.8634368427975,2497.013503255009,5882.519725421244,1872.7690999846284,3009.956802583075,4582.893035560206,5083.515194721183
6.757339029463507,71.33454898538045,232.49900130600122,64592.90264957437,3062.3222496417266,5485.8634368427975,54055.785608287966,23492.99182591092,56827.30377549566,18141.273171024404,29267.757489814285,44155.702869918,49492.224390663665
8.538025691295406,66.06396158093605,106.05696447905379,30769.535421134213,1347.2937816983708,2497.013503255009,23492.99182591092,11248.079714511277,25482.336406971313,8254.501194116028,13002.964851402743,20120.595291700123,21467.95625509872
8.998023008300269,53.91430185022142,248.4038572796934,70022.8478371953,3215.990588761155,5882.5197254212435,56827.30377549567,25482.336406971313,61704.47631143028,19359.147493941713,31003.573726274928,46924.66712855213,51604.718333335084
8.227809272541462,19.056965630975498,80.0293439469034,22803.04672526756,1033.8759926410626,1872.7690999846282,18141.273171024404,8254.50119411603,19359.147493941713,6404.6958925717645,9979.833573715234,15239.258558237987,16662.0901070123
7.072998035940832,29.465156638639996,126.63272820544691,35846.66938390076,1661.7683842244849,3009.9568025830745,29267.75748981428,13002.964851402741,31003.573726274924,9979.833573715234,16035.847852754589,24057.97166447108,26902.62904978575
8.530155056365047,65.6067210240885,195.03960882484697,54922.37679469383,2520.4761671506217,4582.893035560205,44155.702869918,20120.595291700123,46924.66712855214,15239.258558237989,24057.971664471075,38040.44901054932,40554.35491684137
6.233246908873209,51.720038292486656,216.42995309428017,59278.144911911506,2845.6470849469956,5083.515194721183,49492.22439066367,21467.95625509872,51604.718333335084,16662.0901070123,26902.62904978575,40554.354916841374,46841.92459639232
