v,mu,sd,comat,,,,,,,,,
6.895492627168851,33.85889954845451,71.10790107182365,5056.333594840258,11177.005171828443,20678.9831230192,4844.7571392095915,10037.283390876057,11239.089285273967,1765.5859811120363,5387.649613491818,6415.017875348422,11829.908513180768
7.83549083589807,42.66992152251331,163.56422724797736,11177.005171828445,26753.256435227977,47324.60717369784,11157.908791808299,23374.56868514876,25860.984546471005,4177.57109207104,12525.514943664286,14790.076484985155,28346.920620077584
7.97796256328561,84.05635346595145,297.80615201906187,20678.9831230192,47324.60717369784,88688.50418040059,20400.447083590185,42483.34596228789,46556.56192304424,7472.48537407258,22662.983757136182,26500.849013420942,49704.2679604955
7.2492944942772635,66.84174858256027,70.91358751388711,4844.757139209591,11157.908791808299,20400.44708359018,5028.736894089726,9881.542122163284,11182.277431734532,1766.9836668456844,5401.774222388823,6445.574787730979,11733.024698677398
7.285099126973593,37.684480868811995,147.31417497547747,10037.283390876059,23374.568685148763,42483.34596228789,9881.542122163286,21701.466148705596,22325.243152073363,3628.7955905087383,10922.768498241294,13144.108341449739,25041.112829760237
6.5582549893769775,64.7455367092228,162.60674374991524,11239.089285273969,25860.984546471,46556.56192304423,11182.27743173453,22325.243152073363,26440.95311295059,4109.877493040019,12591.562475094299,14672.11975062819,27129.044542761654
6.566686805987851,10.94787943213706,25.730515205190876,1765.5859811120358,4177.57109207104,7472.485374072579,1766.9836668456842,3628.7955905087383,4109.877493040018,662.059412724559,1993.3461137555096,2326.4293594736955,4395.431156335093
6.4742973050079025,20.20241828173451,78.601059872424,5387.649613491817,12525.514943664286,22662.983757136182,5401.774222388823,10922.768498241292,12591.5624750943,1993.3461137555096,6178.126613068382,6903.171577582191,13291.261487233985
7.653862306178132,21.443847351125815,93.68801165587107,6415.017875348422,14790.076484985157,26500.84901342094,6445.574787730979,13144.10834144974,14672.11975062819,2326.429359473696,6903.171577582192,8777.443528030633,15428.702017688569
6.981110107997095,74.99317757602859,174.78898179988232,11829.908513180764,28346.920620077588,49704.26796049549,11733.024698677398,25041.112829760237,27129.044542761658,4395.431156335093,13291.261487233985,15428.702017688569,30551.188158639594
