v,mu,sd,comat,,,,,,,,,
5.0518707694285,11.953451016928858,51.935688710590085,2697.3157618433142,10843.996512632018,1728.131043202421,16485.03426847471,14477.80880870503,4100.078331458661,14079.319325390452,17158.996935387182,13778.187401790057,15481.16383771991
7.509372960743693,81.40238536098882,213.70446804238077,10843.996512632017,45669.599661276945,7102.742997965028,68662.54451886,58665.16952940841,17032.171814942194,58461.807064042594,68444.47039196001,56872.705060903776,63096.418945636506
7.47886646567073,8.462868590605881,34.43555132157516,1728.1310432024213,7102.742997965028,1185.8071948208371,10799.072056358531,9554.997685573486,2714.7338050308344,9488.139092945214,11367.420908015323,9037.58823210004,10068.07796601196
5.669147644796383,69.49811905790719,324.95343618536435,16485.03426847471,68662.54451886001,10799.072056358533,105594.73568867568,89684.63944311379,25632.288272316673,89645.42826943888,105884.29828932516,86292.96543382254,94861.88911411143
5.710555427272693,58.21763411869542,283.57086742684595,14477.808808705031,58665.16952940842,9554.997685573484,89684.63944311376,80412.43685321385,22077.667540724768,77369.04971712841,93425.52282590527,74668.58259308634,83495.81440304866
6.092793378130391,34.296513352189905,80.78749034338335,4100.0783314586615,17032.171814942194,2714.733805030834,25632.288272316677,22077.66754072477,6526.618595982259,22203.16332061819,26534.485856946678,21283.945712758956,24226.220678039215
7.092540902552262,74.43377208746183,283.2562029967383,14079.319325390454,58461.807064042594,9488.139092945212,89645.42826943888,77369.04971712844,22203.16332061819,80234.07653612943,92332.2121958719,74819.48811763785,83757.38229540095
6.240505842067796,73.90814757729393,338.18675659387986,17158.99693538718,68444.47039196001,11367.420908015325,105884.29828932515,93425.52282590525,26534.485856946678,92332.21219587189,114370.28233548814,88488.04746857651,99829.35988274604
5.420298255826751,73.08166330237998,272.49309958418894,13778.18740179006,56872.70506090378,9037.58823210004,86292.96543382252,74668.58259308635,21283.94571275896,74819.48811763785,88488.04746857654,74252.4893209987,79839.50393533314
6.727493200252001,85.09609999495063,304.68454321330114,15481.163837719912,63096.418945636506,10068.077966011962,94861.88911411143,83495.81440304867,24226.220678039215,83757.38229540097,99829.35988274604,79839.50393533314,92832.67087309797
