v,mu,sd,comat,,,,,,,,,
6.504822279279573,43.98075768563441,75.90592664426337,5761.709699724293,8023.006008736633,19727.668071235283,25964.187155584976,7310.724785500753,2720.561965079618,4570.778934730344,18369.043879788005,4890.879786726569,2866.3965657622166
6.235309159809072,22.868801408314326,108.05388275558894,8023.006008736634,11675.641578558563,28312.040424427232,37014.64989759885,10541.759475900863,3836.164807974957,6509.1865032785345,25968.62737202751,7034.5566039339465,4050.360819564845
9.631675675295877,75.07045717146573,266.56685749690246,19727.668071235283,28312.040424427232,71057.88951577389,91397.62082544672,25718.40392182573,9677.505768285384,16202.955036228583,62870.605215666525,17208.933855317035,9902.789012628216
9.45801719138882,83.44823508363066,354.72071454365727,25964.18715558497,37014.64989759885,91397.6208254467,125826.78532636276,33957.40341440484,12513.837636501754,21445.69006251159,83123.2914570418,22630.84887326121,13350.490820473422
8.416383799874936,64.98964445728961,99.00201009835003,7310.724785500752,10541.75947590086,25718.403921825728,33957.403414404835,9801.3980035138,3518.2342258331614,5930.174504729106,23842.922920729878,6365.237352247363,3668.936812097979
7.834423297498361,11.075942723170089,36.49356905188747,2720.5619650796175,3836.164807974956,9677.505768285386,12513.837636501752,3518.2342258331614,1331.780582144879,2212.0386538761445,8647.775030631272,2334.5830431032227,1356.4758924025962
7.734829401215158,36.41718972710779,62.027433111232796,4570.778934730344,6509.186503278534,16202.955036228583,21445.69006251159,5930.174504729106,2212.038653876145,3847.4024583684586,14604.754823924637,3968.6592842334585,2323.358302857125
6.052119179933829,88.22441241656098,245.33987242315322,18369.04387978801,25968.62737202751,62870.60521566652,83123.29145704182,23842.922920729878,8647.775030631274,14604.754823924639,60191.65300060912,15947.536964945923,9267.250007049926
8.848772340927178,18.243037999943677,66.03131388913052,4890.879786726569,7034.556603933945,17208.933855317035,22630.84887326121,6365.237352247362,2334.583043103223,3968.659284233457,15947.53696494592,4360.1344139248795,2511.7535828727714
9.481150504784868,35.01540215672148,38.69764475112297,2866.396565762216,4050.3608195648453,9902.789012628216,13350.490820473424,3668.9368120979793,1356.4758924025964,2323.358302857125,9267.250007049925,2511.7535828727723,1497.5077092841157
