v,mu,sd,comat,,,,,,,,,
7.179974510710019,57.05123910858578,216.68531167281253,46952.524294743904,10565.734156211078,6962.579051774838,4374.613229419931,12342.724084831196,6377.850527778708,11558.050635047328,33779.90823103402,89683.73659238737,3946.8492822971975
5.129631159139457,28.35206057089242,49.517117114255,10565.73415621108,2451.944887306846,1591.0876952771869,1001.3335718845839,2758.0733647804336,1436.2602412082854,2620.852433158227,7842.214755309719,20507.822127138556,897.367901708396
7.748312389393545,15.505399040635302,32.50299132603432,6962.579051774839,1591.0876952771866,1056.4444451402624,661.2596448068595,1841.2051023092342,943.1586658905429,1731.027660209361,5088.000505515994,13520.551188401943,585.5737324487999
7.176611963091384,5.973753742961136,21.012313742649933,4374.613229419931,1001.3335718845839,661.2596448068595,441.5173288195552,1174.3677704925478,608.7511923546236,1106.9546953804129,3224.8751933687795,8533.922745712815,373.52507158229196
7.101839010437445,33.04136899587553,57.79418432170729,12342.724084831194,2758.0733647804336,1841.2051023092342,1174.367770492548,3340.167741411478,1701.405307847735,3088.98910560504,8774.728568012295,23586.702521523617,1050.6495917643444
6.651674105019371,14.052364964776354,30.002125634282628,6377.850527778709,1436.2602412082856,943.1586658905429,608.7511923546236,1701.405307847735,900.1275425752788,1603.0739450312224,4543.325704554393,12320.44986942811,550.4516775963895
6.023243170189213,25.417816492416048,54.4555096848006,11558.05063504733,2620.852433158226,1731.0276602093609,1106.954695380413,3088.98910560504,1603.0739450312224,2965.4025350314128,8364.228046405602,22771.845120777354,977.7234254452338
8.096354831753318,49.783936459619504,159.20839576293235,33779.908231034016,7842.214755309719,5088.000505515994,3224.8751933687795,8774.728568012295,4543.325704554392,8364.228046405602,25347.313281406496,65634.45345927447,2851.0147690656595
6.498273368372615,85.28574597959665,422.508894937378,89683.73659238736,20507.822127138556,13520.551188401943,8533.922745712813,23586.702521523617,12320.449869428108,22771.845120777354,65634.45345927447,178513.7663012043,7555.229632815789
6.334136375514333,9.642468191788378,18.59523961661537,3946.849282297198,897.3679017083958,585.5737324487998,373.52507158229196,1050.6495917643444,550.4516775963896,977.7234254452337,2851.01476906566,7555.229632815788,345.7829363993417
