v,mu,sd,comat,,,,,,,,,
9.464300757180009,58.84569327587987,85.42472405231,7297.383479413308,2971.4802111878225,9202.386199343164,2536.1029381111634,1461.2493879967215,5750.4246889134365,2320.0963275541067,16966.529137175785,7239.199356903935,10878.547708633869
6.659899026505887,10.963742783970101,36.16825708099017,2971.4802111878225,1308.1428202765958,4029.2822048806274,1089.1789342001605,619.1010144303455,2421.1957882259103,962.4198623837956,7310.45160464981,3073.6950194222695,4497.375107818095
9.106145615289158,51.121100250115525,112.75721723109768,9202.386199343164,4029.2822048806274,12714.190037700953,3417.2955673918773,1924.377254939919,7461.932447020888,3000.3342045058685,22641.44375045984,9495.846693514624,14049.278419382374
5.208483128626249,8.780578014429707,31.044405687231716,2536.1029381111634,1089.1789342001607,3417.2955673918777,963.7551244734249,535.0151305635367,2059.0207199744364,836.3841292566942,6164.51963003466,2686.672865757616,3835.7323691762285
5.538283399679839,16.811889904051647,17.592354618271827,1461.2493879967215,619.1010144303456,1924.377254939919,535.0151305635367,309.49094101503016,1182.559720474988,481.9975634162929,3515.6038920344686,1498.8012655184207,2209.632117186009
7.975260321031201,31.283325924460478,69.01671557179293,5750.424688913438,2421.1957882259103,7461.9324470208885,2059.020719974436,1182.5597204749881,4763.307028317765,1853.216564957952,13629.175338666786,5780.034025457191,8662.411080996351
7.649086810964108,22.130174992817704,28.059111167439106,2320.0963275541067,962.4198623837956,3000.3342045058685,836.3841292566942,481.99756341629285,1853.2165649579517,787.313719506706,5565.536357529898,2346.9247567339335,3481.9925332495422
7.094037142783272,79.02722558497257,205.70738588767142,16966.52913717579,7310.451604649811,22641.44375045984,6164.51963003466,3515.603892034468,13629.175338666788,5565.536357529898,42315.52860873937,17376.221261014533,25222.319281948014
6.677039246366646,28.35241087414152,87.75322797230703,7239.199356903934,3073.695019422269,9495.846693514623,2686.672865757616,1498.8012655184207,5780.03402545719,2346.924756733933,17376.221261014533,7700.629019559688,10883.721441113696
8.112597160980451,29.223640919855427,128.80710885729124,10878.547708633867,4497.375107818094,14049.278419382377,3835.732369176228,2209.632117186009,8662.41108099635,3481.992533249542,25222.319281948014,10883.721441113696,16591.27129217408
