v,mu,sd,comat,,,,,,,,,
9.2944463364652,77.3321456715448,163.03284149268364,26579.70740517851,6792.098121636611,33244.74556242986,47400.06992754023,8456.116588985293,31339.396667834986,14028.760591468725,44600.35965225963,24900.37664586438,26533.211740317547
6.863555774876399,9.286477632595561,44.29856016115811,6792.098121636611,1962.3624323517438,9231.882204031459,13409.865195783608,2328.19088159146,8460.263746789115,3786.2367942754845,12324.098934088115,6860.67975058114,7274.9378123439055
7.775643889992984,54.04272724333982,214.2659850655512,33244.74556242986,9231.882204031457,45909.91235611101,64284.61427878168,11084.315455390015,40743.76839620693,18650.843380333594,59706.27004916979,33523.44874664485,35741.02476329084
9.778282744958839,61.848981396733954,307.99260220028657,47400.06992754022,13409.865195783605,64284.61427878168,94859.44301010395,16387.008515292586,58819.65306930273,26699.478299291954,85202.59725089367,46977.19846436515,50661.693827188275
8.683347990056118,20.160524675734017,53.83767066131454,8456.116588985293,2328.1908815914594,11084.315455390015,16387.008515292586,2898.494782236169,10322.432666171846,4616.557729275959,14766.132944736859,8206.255717057182,8764.655367732872
9.081025695562404,52.43847771782586,195.59863977185992,31339.39666783498,8460.263746789115,40743.76839620693,58819.65306930272,10322.432666171844,38258.82788060183,16924.808280421017,54743.336919238114,30254.460202132872,32573.68349642786
5.505432801543123,75.63847916473352,89.46783267388244,14028.760591468725,3786.2367942754836,18650.843380333597,26699.47829929195,4616.557729275959,16924.808280421017,8004.4930833618255,24848.189909750192,13798.715513675123,14693.035201538027
9.642440352039685,58.769924343430176,282.58385223178834,44600.35965225963,12324.098934088113,59706.27004916979,85202.59725089367,14766.132944736859,54743.33691923811,24848.189909750192,79853.63354215717,44368.766843687816,47353.16995921541
8.045545844956546,87.35505540181327,159.33064313233245,24900.376645864377,6860.67975058114,33523.448746644855,46977.19846436515,8206.25571705718,30254.460202132872,13798.715513675119,44368.76684368782,25386.25384096268,25936.11044540583
7.982767180616374,63.06633845869501,169.49951328563,26533.21174031754,7274.937812343904,35741.02476329084,50661.69382718827,8764.65536773287,32573.683496427864,14693.035201538027,47353.169959215425,25936.110445405833,28730.085004065455
