v,mu,sd,comat,,,,,,,,,
5.087451354655763,58.16104552046909,289.5216818534073,83822.8042632256,48833.329952049055,118650.28431404948,90472.84928707678,28712.03309749691,18437.286008086172,58970.754720347606,28325.685287928944,53878.08387949387,48747.385563042764
9.457866335901292,73.79034529533574,174.34202473102778,48833.32995204905,30395.1415873143,73603.84940733125,52106.62062929688,17618.301944667302,11067.607575289303,35215.69024661564,17080.694401148176,32846.8387372576,30076.454674552446
6.424305837369592,93.5025215281114,429.89669697953514,118650.28431404948,73603.84940733125,184811.17007391423,127055.29166867744,43330.918923593505,27402.16912198408,86131.69220014333,42952.87669133226,81186.51613724687,74679.77582796631
6.49488188729479,97.17205661206714,314.605593747714,90472.8492870768,52106.62062929688,127055.29166867744,98976.67961735165,31422.79006910967,19744.448190854815,63752.8073358573,30379.328323716225,58983.57117400129,52596.98696468985
8.960171303277146,39.152629672817774,105.27158168718589,28712.033097496907,17618.3019446673,43330.918923593505,31422.790069109666,11082.105910921851,6538.102853454413,21417.84015940724,10032.535183537559,20362.89230886484,18112.212806817384
6.622352987391144,15.23700025334551,66.11573927471771,18437.286008086172,11067.607575289301,27402.16912198408,19744.448190854815,6538.102853454413,4371.290979842449,13441.785203115585,6327.124572543967,12252.646114789843,11284.410396282034
9.323551933451292,91.75307865464802,209.41487163052682,58970.754720347606,35215.69024661564,86131.69220014334,63752.8073358573,21417.84015940724,13441.785203115587,43854.58846003003,20234.506255812204,39332.22981469031,35881.98800335433
7.237563161069371,43.7543500904119,101.2627212214694,28325.68528792894,17080.694401148172,42952.87669133227,30379.328323716225,10032.535183537559,6327.124572543967,20234.506255812204,10254.13870917703,18912.18231510937,17299.826983584302
7.741149531750471,81.61108005532226,195.69543436005662,53878.083879493875,32846.8387372576,81186.51613724689,58983.571174001285,20362.892308864844,12252.646114789844,39332.22981469031,18912.182315109374,38296.70302937122,33507.76958474398
6.785859974149948,49.44253121942082,176.904183470833,48747.385563042764,30076.454674552442,74679.7758279663,52596.98696468985,18112.21280681738,11284.410396282032,35881.98800335432,17299.8269835843,33507.769584743975,31295.090129482134
