v,mu,sd,comat,,,,,,,,,
6.013034768144452,10.153347993641177,11.953521547984588,142.88667739813187,2767.8845046394495,3455.245644626374,344.6930389148377,277.5839400005555,2865.319140670704,1986.6629264295427,1112.0801053770856,1185.0425200680577,3386.5335812890935
6.035465520304866,78.04995925181858,238.35807308277805,2767.8845046394495,56814.57100373495,67410.36930858034,6731.619352545327,5478.47035099387,57014.8055765207,40229.88816117076,22049.6551528223,24083.496077772514,68058.04700884681
5.763188716501229,65.02748861872425,293.71339626193276,3455.2456446263736,67410.36930858034,86267.55914371913,8616.732049968223,6817.646499077749,71110.04383362757,48981.82927158794,27324.747001808533,29351.425934045965,84150.12586992251
8.772964057627615,11.770737082599144,29.782223788330384,344.69303891483776,6731.619352545327,8616.732049968223,886.9808537781921,686.4863450779393,7253.969119909379,4918.996482284561,2753.2309506475826,3012.8034140513405,8517.849224489664
6.137133828680611,5.036969225085612,23.61167671553968,277.5839400005555,5478.470350993869,6817.646499077748,686.4863450779393,557.5112773191586,5666.463465266976,3932.2947765790823,2168.868759702486,2362.122407488958,6652.035911769032
8.320409820172141,71.03341456632396,249.30122350111412,2865.319140670704,57014.80557652072,71110.0438336276,7253.9691199093795,5666.4634652669765,62151.100039152465,41228.31226185678,23701.788140764784,25426.619128418086,71771.7189158689
7.946089124002047,82.58104152878906,171.05489962099324,1986.662926429543,40229.88816117076,48981.829271587936,4918.99648228456,3932.2947765790823,41228.31226185678,29259.77868434808,16120.007790990441,17586.648373686894,49003.58397289497
7.108236103950121,39.856213685817416,96.4619933689082,1112.0801053770856,22049.655152822295,27324.747001808537,2753.2309506475826,2168.8687597024855,23701.788140764784,16120.007790990441,9304.916164703287,9780.709394218455,27561.570875192694
9.280119380442605,85.38656758438565,104.79901086408294,1185.042520068058,24083.496077772514,29351.42593404597,3012.80341405134,2362.122407488958,25426.619128418086,17586.648373686894,9780.709394218455,10982.832678090177,29827.658287854556
7.433763490645435,95.89906344048772,293.5925867609581,3386.533581289094,68058.04700884681,84150.12586992251,8517.849224489662,6652.035911769033,71771.7189158689,49003.58397289497,27561.570875192698,29827.658287854556,86196.6070009907
