v,mu,sd,comat,,,,,,,,,,
6.82552791511347,6.656813167982088,15.75760114420626,248.30199381989044,3598.0258825572573,5494.794810799396,3837.5249642064723,1220.368554124752,5450.7682147850355,5262.228024386155,5272.167537651366,1849.1759000286443,4352.476735577239,2004.102175016642
7.25602957946669,49.41278895683848,229.40579846261198,3598.0258825572582,52627.02036826854,80053.75705734105,55936.59910405266,17735.663295595215,79287.26819750719,76618.14372158957,77036.7646854935,27016.268486571804,63525.91649451469,29240.46208080095
7.480301743838948,74.82820076839212,350.20993124476774,5494.794810799396,80053.75705734105,122646.99594246496,85098.60102996703,27144.875139105505,120756.11130340818,117227.2389614884,117175.7371579895,41269.8493965419,96957.80718188742,44536.352867313224
5.378110332975685,60.112989230109974,245.32950653199816,3837.5249642064728,55936.59910405265,85098.60102996706,60186.56677523374,18965.52648442181,84823.68271837349,82046.9182465805,82070.5951326604,28837.92382096693,67493.05933693443,31190.531061353347
7.858807911638604,29.082066139538487,77.83807189017487,1220.3685541247523,17735.663295595212,27144.87513910551,18965.526484421807,6058.7654355800305,26900.73283793697,26012.014232595444,26016.60401499818,9143.508786228924,21422.09019837241,9876.350297061432
6.448170028869793,91.40914644910261,347.9486766238376,5450.768214785036,79287.26819750718,120756.11130340818,84823.68271837349,26900.732837936965,121068.28156427993,115794.69420043599,116260.54352575033,40879.40348780993,95869.3945105446,44115.253504786706
6.544022293942124,89.61835305847448,336.2337983256979,5262.228024386156,76618.14372158956,117227.23896148839,82046.9182465805,26012.01423259544,115794.69420043599,113053.16713652607,111907.46594858787,39486.853516468436,92671.3968374501,42675.37803743392
6.8743808325261035,83.44876671560384,336.6984215512229,5272.167537651368,77036.76468549349,117175.7371579895,82070.5951326604,26016.604014998185,116260.54352575031,111907.46594858787,113365.82707508502,39624.56264779432,93170.21247792193,42802.19098215657
9.079283372155071,37.0120361367477,118.39658367990705,1849.1759000286443,27016.268486571797,41269.8493965419,28837.92382096693,9143.508786228924,40879.40348780992,39486.853516468436,39624.56264779432,14017.75102707323,32746.355645534863,15016.800376402953
9.844173468536564,90.32586794529772,277.8524829901521,4352.47673557724,63525.916494514684,96957.80718188742,67493.05933693443,21422.090198372414,95869.39451054459,92671.3968374501,93170.21247792192,32746.355645534863,77202.00230379275,35228.5958796266
8.94440609582235,67.78028889656272,127.87181408220178,2004.102175016642,29240.46208080095,44536.352867313224,31190.53106135334,9876.35029706143,44115.253504786706,42675.37803743392,42802.190982156564,15016.800376402954,35228.595879626606,16351.200836673175
