v,mu,sd,comat,,,,,,,,,,
7.581993138512231,88.72630298703224,335.4883346885688,112552.42271210914,46812.08549679059,48784.035425108246,56920.23272626575,31294.249871769112,62532.32579247515,93123.11199668393,41260.58741708861,95145.32097325816,100765.89038587431,35963.62845863427
7.853337934340699,30.286406406321422,140.5245402380594,46812.08549679059,19747.146409117973,20488.477183764102,23802.111648050544,13077.172195838975,26201.13024835371,39036.70816936716,17333.63827847125,39837.56565777694,42265.54581172464,15127.504999073513
5.142371132390485,60.06374443446828,146.48031137329662,48784.03542510825,20488.477183764102,21456.48162001793,24897.743946545754,13647.934849312998,27333.883552684365,40662.570052543415,18034.89933481086,41683.5637140015,44039.2963574656,15709.124543293427
5.857608281125516,86.00025258440142,170.6861504438616,56920.23272626575,23802.111648050548,24897.743946545754,29133.76195334456,15882.852335072157,31844.93610092517,47431.71681117551,20989.84263487666,48465.37937620667,51352.15847745714,18319.974459554764
8.426384908486563,79.1421900216231,93.54912702646598,31294.24987176911,13077.172195838977,13647.934849313,15882.852335072155,8751.43916741387,17470.66973554943,25984.633016956173,11508.504728596246,26597.19184734659,28133.156493363498,10052.023688930842
9.169484313180384,89.07891291183294,187.57212030870437,62532.32579247515,26201.13024835371,27333.883552684365,31844.936100925173,17470.669735549425,35183.300317103065,52230.51994185974,23120.033348354722,53464.756450871995,56453.73331128971,20114.36514906333
6.534831098361189,60.187818114411805,279.4309166343922,93123.11199668392,39036.70816936716,40662.57005254341,47431.7168111755,25984.63301695617,52230.51994185973,78081.63717113664,34398.77916684999,79529.90657190687,83979.88796574053,29987.541281362912
9.468065398416986,99.29614941359819,124.01057956321276,41260.587417088616,17333.638278471255,18034.89933481086,20989.84263487666,11508.504728596246,23120.033348354726,34398.77916685,15378.623843603924,35255.18623000266,37286.93713180347,13253.404543797464
8.607719308841524,93.20573657197387,286.0150774813341,95145.32097325819,39837.56565777694,41683.5637140015,48465.37937620666,26597.191847346585,53464.756450871995,79529.90657190687,35255.18623000267,81804.62454665356,86164.26291835803,30631.22169462297
5.949694771023984,94.8112981606743,302.23228259377083,100765.89038587433,42265.545811724645,44039.2963574656,51352.15847745714,28133.156493363498,56453.7333112897,83979.88796574055,37286.93713180346,86164.26291835801,91344.35264184093,32544.856262974965
7.771137955623936,30.095354835644237,108.00783227220316,35963.62845863428,15127.504999073511,15709.124543293425,18319.974459554767,10052.02368893084,20114.365149063335,29987.541281362915,13253.404543797462,30631.22169462297,32544.856262974972,11665.69183214037
