v,mu,sd,comat,,,,,,,,,,
5.042823988741895,99.07583631346911,397.6115460821019,158094.9415777994,27171.93194052479,121310.9291485445,98696.91638303724,15464.851454318139,78582.17031020173,148731.297764342,46375.29225825012,51236.32601041769,8594.321934245727,86248.38195952881
9.771533365408676,35.38385231673408,68.69115257211344,27171.93194052479,4718.474441685366,21006.037737477323,17021.896531302977,2657.6027177901374,13600.855607582833,25675.494783600272,7976.126616599642,8827.32885680261,1486.2165398286515,14956.452940432979
7.247825171770921,75.67724174541628,306.6730666526527,121310.92914854451,21006.03773747732,94048.36981014238,75990.49351965217,11915.077425156329,60611.3732047365,114980.06549653533,35574.03592904625,39507.32382890712,6646.140653502555,66904.79169926896
8.05109385863558,99.13216059342079,249.60606544380906,98696.91638303721,17021.896531302977,75990.49351965217,62303.187906339095,9688.043457717858,49408.86088513671,93085.1240070305,29068.996502751856,32066.092462558932,5374.82683309393,54167.3988513255
9.26029908737652,10.828325480251324,39.0394652425732,15464.851454318137,2657.6027177901374,11915.077425156329,9688.04345771786,1524.079846426081,7712.73291964481,14598.196117758782,4551.672224321745,5028.464488003458,842.6212051817794,8488.11215525896
8.69405105698468,64.43737508834904,199.0220482715887,78582.17031020173,13600.855607582836,60611.3732047365,49408.86088513672,7712.73291964481,39609.775698218575,74178.6892323012,23106.65704514916,25633.591215629018,4294.764174156096,43142.773622948436
9.87215794671513,98.49796435634678,375.6961900234629,148731.297764342,25675.494783600272,114980.06549653533,93085.1240070305,14598.196117758784,74178.68923230121,141147.62719814596,43656.11884435888,48473.48802131525,8131.369217225716,81886.28922852495
9.287309373164778,34.26838638902872,117.10867452611896,46375.29225825012,7976.126616599644,35574.03592904625,29068.99650275186,4551.6722243217455,23106.65704514916,43656.11884435888,13714.441649264465,15002.40683212163,2517.5816100316883,25436.961309769664
9.277052476255388,46.25250838774403,129.4821202638742,51236.326010417695,8827.32885680261,39507.32382890712,32066.092462558936,5028.464488003458,25633.59121562902,48473.48802131525,15002.40683212163,16765.619468028388,2794.98421127922,28057.05483446814
9.297628763083726,6.050158409957103,21.698745881802985,8594.321934245727,1486.2165398286515,6646.140653502555,5374.826833093931,842.6212051817793,4294.764174156096,8131.369217225715,2517.581610031688,2794.98421127922,470.83557284306187,4723.153774944071
6.761394580441852,51.69080639742234,218.72934869918595,86248.38195952882,14956.452940432979,66904.79169926894,54167.3988513255,8488.112155258958,43142.77362294843,81886.28922852495,25436.96130976966,28057.054834468145,4723.153774944071,47842.52798237008
