v,mu,sd,comat,,,,,,,,,,
9.722483014286535,20.797862563636848,61.91446927476769,3833.401505576153,8841.919928794227,11398.080279475138,2495.1506574169953,20539.882098856644,2850.131163892556,15808.793315259438,18813.5132207474,7254.092381992214,6094.396168975618,23071.11543949217
7.320490871522038,83.06282625706844,143.66715544473297,8841.919928794228,20640.251553581067,26483.806306871007,5783.797891389983,47617.69460575851,6586.012949651344,36705.714325623936,43596.09609197658,16836.344945649853,14117.656331783131,53724.563810094056
5.963975144785788,51.386055085877494,185.72643589116848,11398.080279475138,26483.806306871,34494.30898883632,7504.3243708644895,61505.47231220706,8536.934682930694,47370.82457677639,56425.98995683607,21785.870112297558,18263.346611330653,69778.49115944965
7.90947438439996,15.153291392965832,40.51349938443114,2495.150657416995,5783.797891389982,7504.324370864489,1641.3436323723026,13462.117252029413,1863.221835953501,10350.839822678925,12324.725611087133,4756.469015074533,3996.00461162218,15211.824718345928
8.100421050868135,67.91411961126579,334.2877609796514,20539.882098856648,47617.69460575851,61505.47231220706,13462.117252029413,111748.30714078856,15306.063488300582,85134.79654851627,101627.52702283027,39054.36058287466,32792.81477505591,125433.15637890967
8.42112008731587,19.956566768059304,46.189898299431135,2850.131163892556,6586.012949651344,8536.934682930692,1863.2218359535013,15306.06348830058,2133.506704911791,11799.519450974638,14052.108039536117,5409.609426699979,4553.9835186877,17245.020332532928
5.51718777509999,73.63374461625273,256.26274695224345,15808.793315259436,36705.71432562394,47370.82457677638,10350.839822678925,85134.79654851627,11799.51945097464,65670.59547550957,78126.26398425037,30031.596044420956,25300.986935810106,96081.77753237724
8.727378831422168,78.29267867896885,305.3021802786558,18813.513220747405,43596.09609197658,56425.98995683606,12324.725611087135,101627.52702283027,14052.108039536115,78126.26398425038,93209.42128290082,35690.32830129706,30122.50899655939,114492.70200513567
6.40989535037118,51.33419905722967,117.76554530075371,7254.092381992213,16836.344945649853,21785.870112297554,4756.469015074533,39054.36058287466,5409.609426699979,30031.596044420952,35690.32830129706,13868.723659983876,11567.450364733686,44103.22126211614
8.767122935721416,28.58662746080874,99.0178911492401,6094.396168975617,14117.656331783128,18263.34661133065,3996.0046116221806,32792.8147750559,4553.9835186877,25300.98693581011,30122.508996559387,11567.450364733686,9804.54276764276,36964.65270799803
8.96352814785358,76.58476066513538,377.3655929006438,23071.115439492172,53724.56381009405,69778.49115944965,15211.82471834593,125433.15637890965,17245.020332532928,96081.77753237724,114492.70200513567,44103.22126211614,36964.65270799804,142404.79070525442
