v,mu,sd,comat,,,,,,,,,,
7.08511002351287,16.52762829537005,19.472975849163227,379.19678842209436,560.2852288932237,4577.18225609051,154.4495441283168,6150.77422338104,945.6432797802418,2594.340541561472,5668.168574015385,3229.318054835717,3485.223884128292,2622.3359247167305
8.60162246721079,15.211942265078825,28.945851975446075,560.2852288932236,837.8623465844355,6784.420459226519,230.6753663848237,9144.904399967127,1406.3988394097394,3875.809208591409,8435.848627511536,4803.991900217818,5190.7754337644465,3923.2940209953927
5.000571874086725,72.73395313635429,235.5756681057449,4577.18225609051,6784.4204592265205,55495.89540346809,1870.7576699764788,74542.75285656594,11459.846184634818,31448.335038317986,68651.27675517608,39200.98894892944,42161.95895375885,31903.18069216333
6.511662863159199,6.192818115116006,7.975712607449926,154.44954412831677,230.6753663848237,1870.7576699764786,63.611991596635676,2519.7353543757963,388.13309363444694,1068.4255830461602,2325.7827492510387,1324.7505014125024,1432.0812039454506,1080.2887788886953
5.733779454085565,96.89125135002584,317.0671099418294,6150.7742233810395,9144.904399967127,74542.75285656593,2519.7353543757963,100531.55220686413,15416.522601803837,42301.20601415139,92353.63694921328,52559.08762112917,56737.278670356325,42943.76356008715
5.461692973843989,24.312857292794096,48.851896568939246,945.643279780242,1406.3988394097394,11459.846184634818,388.13309363444694,15416.52260180384,2386.507798382338,6554.981233644862,14329.20107138367,8115.648891624852,8784.251899534082,6600.159258180688
5.931301056888355,75.66345613713383,134.8109360244049,2594.340541561472,3875.809208591409,31448.33503831798,1068.42558304616,42301.20601415138,6554.981233644861,18173.98847177619,39439.68770844579,22386.135821730306,24142.22065237551,18215.372728840008
6.727803635215238,60.22909809095949,293.92281438292514,5668.168574015384,8435.848627511537,68651.27675517606,2325.782749251039,92353.6369492133,14329.201071383668,39439.687708445796,86390.62081477945,48771.85665898829,52923.270414915445,39663.384601578335
6.983837371153349,85.44873614155335,167.4274876837331,3229.3180548357163,4803.991900217818,39200.98894892944,1324.7505014125024,52559.08762112917,8115.64889162485,22386.13582173031,48771.85665898828,28031.963632086597,29933.165213305754,22719.36899643153
7.694083670016784,51.90812285552934,180.6310732344438,3485.2238841282915,5190.7754337644465,42161.95895375884,1432.0812039454509,56737.278670356325,8784.251899534082,24142.22065237551,52923.270414915445,29933.16521330575,32627.58461782699,24377.972246237878
7.095972572016474,83.75318545726698,136.28030047285512,2622.335924716731,3923.294020995393,31903.18069216333,1080.2887788886953,42943.76356008714,6600.159258180688,18215.37272884001,39663.384601578335,22719.368996431527,24377.972246237878,18572.32029697167
