v,mu,sd,comat,,,,,,,,,,
6.872700594236813,33.58343943259312,71.84713339609537,5162.010577236323,1880.5714907104625,4167.14882253042,8691.891650742175,2713.4616599810424,16229.207951719176,6983.947227762947,10047.135100220627,12629.76968557585,15251.435466010067,4931.933438652247
9.75357153204958,8.504259998680617,29.23983432703113,1880.5714907104625,854.9679114722281,1576.570213735572,3768.1944018888366,1042.8623741088522,6105.573670826753,2602.0271458409884,3714.9548484586817,4790.82122980937,6028.395507267223,1936.6616140113072
8.659969709057025,52.75450720674184,63.617451821988375,4167.14882253042,1576.5702137355718,4047.180176323012,8241.99878856694,2597.705765889359,14897.345938346922,6069.1525799361625,8419.022261626835,10720.562346088613,12997.41211996669,4441.736309869145
7.993292420985183,31.471414102478086,145.8090613521209,8691.891650742175,3768.194401888837,8241.99878856694,21260.282372386555,5445.719716133359,31257.774011647485,13735.826658270364,18964.721281227034,22990.335183693696,30107.27165016281,9957.16387683084
5.780093202212183,27.75837961336238,43.846567067513405,2713.4616599810424,1042.862374108852,2597.705765889359,5445.719716133358,1922.5214436059512,10892.522357440652,3986.443398100916,5555.724478231981,6980.871234258837,7991.255346877514,2945.9391132921423
5.779972601681013,51.49801222636849,254.53416877322195,16229.207951719178,6105.573670826752,14897.34593834692,31257.774011647485,10892.522357440652,64787.64307307504,23426.96733177598,33117.0523407552,42712.415653636504,48749.37148532636,16833.17009517189
5.290418060840997,27.99525079359254,103.26166366125724,6983.947227762946,2602.027145840988,6069.152579936163,13735.826658270364,3986.443398100916,23426.967331775977,10662.971182090616,13914.391802484908,17047.377552028207,22766.7990592148,6843.402672230462
9.330880728874675,77.35386345622817,150.88259197647415,10047.135100220627,3714.954848458681,8419.022261626835,18964.721281227034,5555.72447823198,33117.0523407552,13914.391802484908,22765.556561539186,26347.01960746182,30661.95767258578,11107.09862787003
8.005575058716044,74.18055311812665,183.30997796865302,12629.769685575848,4790.8212298093695,10720.56234608861,22990.33518369369,6980.871234258837,42712.415653636504,17047.377552028203,26347.01960746182,33602.54802286805,38355.76068748807,13081.943450627154
8.540362888980226,65.06905390639005,229.96176950959148,15251.435466010069,6028.3955072672225,12997.41211996669,30107.27165016281,7991.255346877514,48749.37148532636,22766.7990592148,30661.95767258578,38355.76068748807,52882.415435982475,14681.087716885724
5.102922471479012,55.89859498710206,76.08688013810183,4931.933438652246,1936.6616140113074,4441.736309869145,9957.16387683084,2945.939113292143,16833.17009517189,6843.402672230462,11107.098627870031,13081.943450627155,14681.087716885726,5789.213329149877
