"18773.458055209016","14711.295095316624","7672.236727992853","21957.007471527693","14004.250592851056","18077.6808122853","18139.834784708706","24980.57342902348","12673.131375291687","4437.409676605195","39737.70061224124"
"14711.295095316626","16813.075223491112","7047.6164917672595","20718.954633892314","13020.589180794901","17334.86676139415","16781.13079991953","22084.987176385403","11110.067447216778","3950.2410433157797","36557.18785592865"
"7672.236727992853","7047.616491767259","4388.637595093292","10520.014972413645","7191.107452966624","9016.376200430426","8756.499745896112","11894.294567785051","6084.671577865254","1996.1889432222915","18734.4542385919"
"21957.007471527693","20718.95463389231","10520.014972413645","40584.090970740996","24081.159669063087","26312.963441658478","24527.16030956538","40414.92637097567","18470.63303406106","6648.23507987872","64399.111186337"
"14004.250592851053","13020.5891807949","7191.107452966625","24081.159669063087","15429.041294134186","16568.463565852868","15908.31535012321","25141.99732933928","11584.544635499693","4086.439191818439","37450.08296033186"
"18077.6808122853","17334.866761394147","9016.376200430428","26312.963441658478","16568.463565852868","22191.71234061464","19585.081532012595","27163.176890504383","13194.37938081131","4824.790480467634","45628.717026122125"
"18139.834784708706","16781.130799919527","8756.499745896113","24527.16030956538","15908.315350123214","19585.081532012595","20728.420705475524","27053.858052599495","13665.060789797832","5104.103816086204","42596.263248563686"
"24980.57342902348","22084.9871763854","11894.294567785053","40414.92637097568","25141.997329339283","27163.176890504394","27053.85805259949","43737.13708189294","20261.68941171842","6917.86845854347","64217.600250754054"
"12673.131375291683","11110.067447216778","6084.671577865255","18470.63303406106","11584.544635499691","13194.37938081131","13665.06078979783","20261.68941171842","11175.649349720192","3264.93915038643","31940.844545318425"
"4437.409676605194","3950.241043315779","1996.1889432222918","6648.23507987872","4086.4391918184388","4824.790480467634","5104.103816086203","6917.868458543469","3264.9391503864294","1423.1864853749157","10839.210373244978"
"39737.70061224124","36557.187855928634","18734.4542385919","64399.111186336995","37450.08296033187","45628.717026122125","42596.263248563686","64217.600250754054","31940.844545318425","10839.210373244978","116244.03321209183"
